puntaje,titulo,institucion,cantidad_opiniones
4.789231779382797,Nutrición y obesidad: control de sobrepeso,Universidad Nacional Autónoma de México,1523
4.763440860215054,Nutrition and Lifestyle in Pregnancy,Ludwig-Maximilians-Universität München (LMU),465
4.542553191489362,Object-Oriented Design,University of Alberta,282
4.66890756302521,Object Oriented Programming in Java,University of California San Diego,1190
4.823214285714286,Oil & Gas Industry Operations and Markets,Duke University,1120
4.012816072047108,Tools for Data Science,IBM,2887
4.923913043478261,The Oral Cavity: Portal to Health and Disease,University of Pennsylvania,92
4.826086956521739,International Leadership and Organizational Behavior,Università Bocconi,460
4.503410641200546,Operating Systems and You: Becoming a Power User,Google,2199
4.921739130434783,In the Studio: Postwar Abstract Painting,The Museum of Modern Art,460
4.870596959584724,Primeros Auxilios Psicológicos (PAP),Universitat Autònoma de Barcelona,2697
3.4482758620689653,Mathematics for Machine Learning: PCA,Imperial College London,522
4.6328125,The Manager's Toolkit: A Practical Guide to Managing People at Work,"Birkbeck, University of London",512
4.807162534435261,Perfect Tenses and Modals,"University of California, Irvine",726
4.447368421052632,Introduction to Personal Branding,University of Virginia,1976
4.698874917273329,Introduction to Philosophy,The University of Edinburgh,1511
4.552511415525114,Philosophy and the Sciences: Introduction to the Philosophy of Cognitive Sciences,The University of Edinburgh,219
4.77599142550911,Seeing Through Photographs,The Museum of Modern Art,933
4.780250347705146,Introductory Human Physiology,Duke University,719
4.825958702064897,Understanding Plants - Part I: What a Plant Knows,Tel Aviv University,339
4.052631578947368,Ancient Philosophy: Plato & His Predecessors,University of Pennsylvania,76
4.819012797074954,Positive Psychiatry and Mental Health,The University of Sydney,547
4.659316427783903,Positive Psychology,The University of North Carolina at Chapel Hill,907
4.741206030150754,Positive Psychology: Applications and Interventions,University of Pennsylvania,398
4.886409736308316,Positive Psychology: Resilience Skills,University of Pennsylvania,493
4.86144578313253,Positive Psychology: Martin E. P. Seligman’s Visionary Science,University of Pennsylvania,1328
4.575949367088608,Effective Business Presentations with Powerpoint,PwC,158
4.461290322580645,Practical Time Series Analysis,The State University of New York,310
4.53784860557769,Preparing for the Google Cloud Associate Cloud Engineer Exam,Google Cloud,251
4.443037974683544,Preparing for the Google Cloud Professional Cloud Architect Exam,Google Cloud,158
4.619047619047619,The Power of Macroeconomics: Economic Principles in the Real World,"University of California, Irvine",504
4.62962962962963,The Power of Microeconomics: Economic Principles in the Real World,"University of California, Irvine",270
4.78125,Privacy Law and Data Protection,University of Pennsylvania,64
4.762250453720508,Private Equity and Venture Capital,Università Bocconi,1102
4.555555555555555,Natural Language Processing with Probabilistic Models,DeepLearning.AI,99
4.599605522682446,Introduction to Probability and Data with R,Duke University,1014
4.669642857142857,Probability and Statistics: To p or not to p?,University of London,336
4.68,Process Mining: Data science in Action,Eindhoven University of Technology,200
4.82830626450116,The Art of Music Production,Berklee College of Music,431
4.801294498381877,Write Professional Emails in English,Georgia Institute of Technology,3090
4.719163763066202,Functional Programming Principles in Scala,École Polytechnique Fédérale de Lausanne,1435
4.643485211830535,Programming Fundamentals,Duke University,1251
4.918575063613232,"Programming Languages, Part A",University of Washington,393
3.7222222222222223,Project Execution,"University of California, Irvine",18
4.361111111111111,Project Launch,"University of California, Irvine",36
4.714285714285714,Initiating and Planning Projects,"University of California, Irvine",2961
4.35,Project Planning,"University of California, Irvine",20
4.774352651048089,Managing Project Risks and Changes,"University of California, Irvine",811
4.841421736158578,Psychological First Aid,Johns Hopkins University,2926
4.5661764705882355,Public Policy Challenges of the 21st Century,University of Virginia,272
4.812807881773399,Introduction to Public Speaking,University of Washington,406
4.583672665177985,Programming for Everybody (Getting Started with Python),University of Michigan,15226
4.794927853082641,Python Basics,University of Michigan,2287
4.7251624883936865,Crash Course on Python,Google,3231
4.849851164419541,Python Data Structures,University of Michigan,11422
4.234324104234528,Introduction to Data Science in Python,University of Michigan,4912
4.508108108108108,"Capstone: Retrieving, Processing, and Visualizing Data with Python",University of Michigan,1295
4.7011922503725785,Using Databases with Python,University of Michigan,2684
4.291478260869566,Python for Data Science and AI,IBM,2875
4.045252883762201,Data Visualization with Python,IBM,1127
4.805607476635514,"Python Functions, Files, and Dictionaries",University of Michigan,535
4.488471391972673,Applied Machine Learning in Python,University of Michigan,1171
4.714109483423284,Using Python to Access Web Data,University of Michigan,6485
4.55049504950495,Using Python to Interact with the Operating System,Google,505
4.293893129770993,Основы программирования на Python,National Research University Higher School of Economics,524
4.339160839160839,"Applied Plotting, Charting & Data Representation in Python",University of Michigan,858
4.661498708010336,Python Programming: A Concise Introduction,Wesleyan University,1161
4.270022883295194,Python and Statistics for Financial Analysis,The Hong Kong University of Science and Technology,437
4.78494623655914,Leading Healthcare Quality and Safety,The George Washington University,186
4.7132743362831855,Quantitative Methods,University of Amsterdam,565
3.2045454545454546,The Introduction to Quantum Computing,Saint Petersburg State University,44
4.245404868355688,R Programming,Johns Hopkins University,4026
4.510204081632653,Race and Cultural Diversity in American Life and History,University of Illinois at Urbana-Champaign,98
3.84375,"Recruiting, Hiring, and Onboarding Employees",University of Minnesota,192
4.816666666666666,Refugees in the 21st Century,University of London,60
5.0,How to Manage a Remote Team,GitLab,5
5.0,Removing Barriers to Change,University of Pennsylvania,8
4.714652956298201,Renewable Energy and Green Building Entrepreneurship,Duke University,389
4.6415094339622645,Reporting extra-financier et stratégie RSE,ESSEC Business School,53
4.579588728103579,Understanding Research Methods,University of London,1313
4.394009216589862,Réussir le Changement,ESSEC Business School,434
4.9211087420042645,Revisão Sistemática e Meta-análise,Universidade Estadual de Campinas,469
4.805369127516778,Advertising and Society,Duke University,149
4.850393700787402,Roman Architecture,Yale University,127
4.449664429530201,Sample-based Learning Methods,Alberta Machine Intelligence Institute,149
4.8808777429467085,Getting Started with SAS Programming,SAS,319
4.7305524239007894,Budgeting and Scheduling Projects,"University of California, Irvine",887
4.7040358744394615,Schizophrenia,Wesleyan University,223
4.836016096579477,Science of Exercise,University of Colorado Boulder,994
4.919129082426127,Writing in the Sciences,Stanford University,1286
4.907216494845361,Driving business towards the Sustainable Development Goals,Erasmus University Rotterdam,97
4.585099939430648,Introduction to Search Engine Optimization,"University of California, Davis",1651
4.921052631578948,"Introduction to Self-Determination Theory: An approach to motivation, development and wellness",University of Rochester,76
4.719745222929936,Search Engine Optimization Fundamentals,"University of California, Davis",471
3.967741935483871,Natural Language Processing with Sequence Models,DeepLearning.AI,62
4.163265306122449,Site Reliability Engineering: Measuring and Managing Reliability,Google Cloud,147
4.711822660098522,Six Sigma and the Organization (Advanced),University System of Georgia,406
4.529531568228106,Six Sigma Principles,University System of Georgia,982
4.694444444444445,"Sleep: Neurobiology, Medicine, and Society",University of Michigan,72
4.594594594594595,Smart Cities – Management of Smart Urban Infrastructures,École Polytechnique Fédérale de Lausanne,222
1.0,Social and Economic Networks:  Models and Analysis,Stanford University,6
4.855263157894737,Social Impact Strategy: Tools for Entrepreneurs and Innovators,University of Pennsylvania,228
4.241379310344827,Becoming a changemaker: Introduction to Social Innovation,University of Cape Town,58
4.8125,Introduction to Social Media Marketing,Facebook,48
4.83453237410072,Social Psychology,Wesleyan University,1251
4.8,Social Work Practice: Advocating Social Justice and Change,University of Michigan,5
4.6747352496217855,Software Processes and Agile Practices,University of Alberta,661
4.767726161369193,Solar Energy Basics,The State University of New York,409
4.75,Songwriting: Writing the Lyrics,Berklee College of Music,176
4.0,Spanish for Successful Communication in Healthcare Settings,Rice University,6
4.518828451882845,Spanish Vocabulary: Meeting People,"University of California, Davis",478
4.749771689497717,"Speak English Professionally: In Person, Online & On the Phone",Georgia Institute of Technology,2190
4.607843137254902,Introduction to Molecular Spectroscopy,University of Manchester   ,408
4.699074074074074,Sports Marketing,Northwestern University,216
4.87962962962963,Sports and Society,Duke University,216
4.38131122833459,Databases and SQL for Data Science,IBM,1327
4.494867639113992,SQL for Data Science,"University of California, Davis",1851
4.887179487179488,Improving your statistical inferences,Eindhoven University of Technology,195
4.734177215189874,The Science of Stem Cells,American Museum of Natural History,316
4.168674698795181,Stochastic processes,National Research University Higher School of Economics,83
4.75,Strategic Business Management - Microeconomics,"University of California, Irvine",28
4.785333333333333,Strategic Management,Copenhagen Business School,750
4.848101265822785,The Science of Success: What Researchers Know that You Should Know,University of Michigan,553
4.793991416309013,Summary Statistics in Public Health,Johns Hopkins University,233
4.710656316160903,Supply Chain Logistics,Rutgers the State University of New Jersey,1417
4.561933534743202,Supply Chain Principles,Georgia Institute of Technology,331
4.769771528998243,Introduction to Sustainability,University of Illinois at Urbana-Champaign,569
4.841269841269841,Sustainable Fashion,Copenhagen Business School,126
4.833333333333333,Principles of Sustainable Finance,Erasmus University Rotterdam,48
4.5041322314049586,Sustainable Tourism – promoting environmental public health,University of Copenhagen,242
4.657158529895776,System Administration and IT Infrastructure Services,Google,1823
4.774250440917108,Introduction to Systematic Review and Meta-Analysis,Johns Hopkins University,567
4.7317073170731705,Introduction to Systems Engineering,UNSW Sydney (The University of New South Wales),82
4.513888888888889,Systems Thinking In Public Health,Johns Hopkins University,144
4.786637931034483,Learning to Teach Online,UNSW Sydney (The University of New South Wales),928
4.544303797468355,Teach English Now! Teaching Language Online,Arizona State University,79
4.772954924874791,Teamwork Skills: Communicating Effectively in Groups,University of Colorado Boulder,599
4.76748237245956,Technical Support Fundamentals,Google,12055
4.851063829787234,The Technology of Music Production,Berklee College of Music,235
4.453815261044177,"Sequences, Time Series and Prediction",DeepLearning.AI,498
4.752508361204013,Terrorism and Counterterrorism: Comparing Theory and Practice,Universiteit Leiden,598
4.6,The Business of Product Management I,Advancing Women in Product,5
4.861111111111111,The Cycle: Management of Successful Arts and Cultural Organizations,"University of Maryland, College Park",108
4.929503597999756,The Science of Well-Being,Yale University,8199
4.907407407407407,Paleontology: Theropod Dinosaurs and the Origin of Birds,University of Alberta,324
4.830985915492958,Transformation of the Global Food System,University of Copenhagen,71
4.715976331360947,"Transmedia Storytelling: Narrative worlds, emerging technologies, and global audiences",UNSW Sydney (The University of New South Wales),169
4.740924092409241,Tricky American English Pronunciation,"University of California, Irvine",606
4.872340425531915,Troubles du spectre de l'autisme : diagnostic,University of Geneva,94
4.189944134078212,Troubleshooting and Debugging Techniques,Google,179
4.802631578947368,"Anatomy of the Chest, Abdomen, and Pelvis",Yale University,228
4.580645161290323,Osteoarchaeology: The Truth in Our Bones,Universiteit Leiden,124
4.762962962962963,Introduction to Typography,California Institute of the Arts,810
4.5969125214408235,Think Again I: How to Understand Arguments,Duke University,583
4.703271028037383,Understanding Financial Markets,University of Geneva,856
4.542207792207792,Understanding and Visualizing Data with Python,University of Michigan,308
4.675814751286449,Machine Learning for All,University of London,583
4.7272727272727275,Agile и Scrum в работе над проектами и продуктами,E-Learning Development Fund,44
4.4774774774774775,Introduction to User Experience Design,Georgia Institute of Technology,777
4.65625,Managing an Agile Team,University of Virginia,192
4.5,Hypothesis-Driven Development,University of Virginia,106
4.810344827586207,Cost and Economics in Pricing Strategy,BCG,116
4.548523206751055,Continuous Delivery & DevOps,University of Virginia,237
4.667032364234778,Design Thinking for Innovation,University of Virginia,1823
4.583333333333333,Design Thinking for the Greater Good: Innovation in the Social Sector,University of Virginia,84
4.727395411605938,Digital Product Management: Modern Fundamentals,University of Virginia,741
4.837772397094431,Financial Accounting Fundamentals,University of Virginia,413
4.795154185022026,Foundations of Business Strategy,University of Virginia,454
4.750390015600624,Agile Meets Design Thinking,University of Virginia,641
4.87012987012987,Managerial Accounting Fundamentals,University of Virginia,77
4.660468319559229,Marketing Analytics,University of Virginia,1452
4.764134275618375,Fundamentals of Project Planning and Management,University of Virginia,1132
4.767068273092369,UX Design Fundamentals,California Institute of the Arts,249
4.341269841269841,UX / UI: Fundamentos para o design de interface,Universidade de São Paulo,126
4.736363636363636,Verb Tenses and Passives,"University of California, Irvine",330
4.747323340471092,Version Control with Git,Atlassian,467
4.6,Visual Elements of User Interface Design,California Institute of the Arts,760
4.826943005181347,Vital Signs: Understanding What the Body Is Telling Us,University of Pennsylvania,965
4.723684210526316,VLSI CAD Part I: Logic,University of Illinois at Urbana-Champaign,76
4.65335463258786,Introduction to Web Development,"University of California, Davis",626
4.73936170212766,Weight Management: Beyond Balancing Calories,Emory University,188
4.755240027045301,Introduction to Financial Accounting,University of Pennsylvania,1479
4.7,Improving Communication Skills,University of Pennsylvania,360
4.7544128933231,Viral Marketing and How to Craft Contagious Content,University of Pennsylvania,1303
4.484615384615385,Cryptocurrency and Blockchain: An Introduction to Digital Currencies,University of Pennsylvania,130
4.451518119490696,Customer Analytics,University of Pennsylvania,2042
4.77906976744186,Entrepreneurship 1: Developing the Opportunity,University of Pennsylvania,688
4.437118437118437,Introduction to Corporate Finance,University of Pennsylvania,819
4.810526315789474,More Introduction to Financial Accounting,University of Pennsylvania,95
4.57037037037037,"FinTech: Foundations, Payments, and Regulations",University of Pennsylvania,270
3.6188811188811187,Introduction to Spreadsheets and Models,University of Pennsylvania,572
4.778761061946903,Entrepreneurship 2: Launching your Start-Up,University of Pennsylvania,226
4.746014877789586,Introduction to Marketing,University of Pennsylvania,1882
4.297008547008547,Introduction to Operations Management,University of Pennsylvania,468
4.660240963855422,Operations Analytics,University of Pennsylvania,830
4.511758118701008,People Analytics,University of Pennsylvania,893
4.537007874015748,Fundamentals of Quantitative Modeling,University of Pennsylvania,1270
4.902985074626866,Success,University of Pennsylvania,268
4.246458923512748,Mathematical Thinking in Computer Science,University of California San Diego,353
4.798319327731092,What is Compliance?,University of Pennsylvania,119
4.622820062187373,What is Data Science?,IBM,7397
4.5860517435320585,What is Social?,Northwestern University,889
4.717252396166134,Wind Energy,Technical University of Denmark (DTU),1252
4.490384615384615,Wine Tasting: Sensory Techniques for Wine Analysis,"University of California, Davis",104
4.884297520661157,International Women's Health and Human Rights,Stanford University,242
4.625,Write A Feature Length Screenplay For Film Or Television,Michigan State University,32
3.85,Write Your First Novel,Michigan State University,20
4.742857142857143,Writing and Editing: Word Choice and Word Order,University of Michigan,105
4.818742293464858,Business Writing,University of Colorado Boulder,811
