titulo,es_pago,precio_usd,inscriptos,nivel,duracion_hs,fecha_publicacion,categoria,ventas_totales,año_publicacion
All You Need To Know About AngularJS - Training On AngularJS,True,50,1936,All Levels,5.0,2014-03-07,Web Development,96800,2014
PSD To a Creative Landing Page Using Twitter Bootstrap 3,False,0,11666,Beginner Level,4.0,2016-04-07,Web Development,0,2016
Ready for Production with Spring Boot Actuator,True,55,361,Intermediate Level,2.5,2017-01-05,Web Development,19855,2017
AngularJS For Beginners,False,0,30531,All Levels,3.0,2015-06-30,Web Development,0,2015
Learning Path: Akka: Building Applications and Microservices,True,200,88,Intermediate Level,4.5,2017-05-04,Web Development,17600,2017
Set up a localhost Web Server for Faster Website Development,True,30,55,All Levels,1.5,2017-06-12,Web Development,1650,2017
Mastering Meteor: Reactive Full Stack JavaScript,True,95,494,Expert Level,3.0,2015-12-10,Web Development,46930,2015
Build A Professional Wordpress Website In An Hour,True,20,1294,All Levels,1.0,2014-12-31,Web Development,25880,2014
Build a file hosting/sharing site in less than 2 hours ,True,20,976,All Levels,1.5,2014-07-14,Web Development,19520,2014
Introduction to Java Programming for Online Learners,True,200,1586,Beginner Level,22.0,2013-04-17,Web Development,317200,2013
Create full featured Landing Page in Ruby on Rails in 3 hour,True,30,1550,All Levels,3.0,2015-05-15,Web Development,46500,2015
How to create a  video blog with WordPress,True,25,1209,All Levels,4.5,2016-03-29,Web Development,30225,2016
PHP For WordPress Development,True,35,850,Beginner Level,1.0,2016-04-12,Web Development,29750,2016
Create a Professional Website Without Programming/Coding,False,0,5421,All Levels,1.5,2015-01-17,Web Development,0,2015
How to Build an Autocomplete System Like Google,True,30,255,All Levels,1.0,2016-10-12,Web Development,7650,2016
Master EmberJS : Learn Ember JS From Scratch,True,120,707,All Levels,6.5,2015-07-10,Web Development,84840,2015
How To Make A Modern Wordpress BLOG 2017! Create Your Blog!,False,0,6856,Beginner Level,2.0,2016-11-29,Web Development,0,2016
Learn Top Ten PHP FrameWorks By Building Projects,True,60,1007,All Levels,17.5,2016-01-27,Web Development,60420,2016
How to Make a Video Blog Website From Scratch w/ Wordpress ,False,0,12952,All Levels,1.0,2015-10-21,Web Development,0,2015
Build Websites And Apps By Outsourcing,True,20,2299,All Levels,2.0,2015-07-20,Web Development,45980,2015
Learning Path: Web Applications with Spring and Angular,True,200,19,Expert Level,4.0,2017-06-28,Web Development,3800,2017
Learn Ruby on Rails By Building Projects,True,60,1736,All Levels,13.0,2014-11-12,Web Development,104160,2014
Canvas image Creator HTML5 JavaScript project from Scratch,True,100,2195,Intermediate Level,3.5,2016-03-06,Web Development,219500,2016
Javascript Essentials,False,0,47062,Beginner Level,8.5,2016-01-20,Web Development,0,2016
Devtools 2017: The Basics of Chrome Developer Tools,False,0,4569,Beginner Level,1.0,2017-04-14,Web Development,0,2017
Chrome Extensions : Develop 5 chrome extensions from scratch,False,0,3655,Beginner Level,2.0,2017-03-30,Web Development,0,2017
Learn how to quickly build websites using Wordpress,False,0,15715,All Levels,3.5,2014-12-18,Web Development,0,2014
Advance Unix : File Processing: AWK | SED | GREP | CUT | VIM,True,75,578,Expert Level,5.5,2017-01-27,Web Development,43350,2017
Develop a Professional OnePage WordPress site With No Coding,True,20,1747,Beginner Level,1.5,2016-08-29,Web Development,34940,2016
PHP Specialist (2017 Edition),True,100,197,Beginner Level,3.5,2017-03-28,Web Development,19700,2017
Python Programming: Create an Digital Marketplace in Django,True,195,4198,All Levels,26.0,2013-10-20,Web Development,818610,2013
Create Ajax Chat App with PHP & Mysql,True,45,540,Beginner Level,1.0,2017-04-15,Web Development,24300,2017
Mastering Thymeleaf with Spring,True,75,942,All Levels,4.5,2016-02-05,Web Development,70650,2016
Learn Rails Programming in Less than 2 Hours,True,35,2470,All Levels,2.5,2015-09-23,Web Development,86450,2015
Wordpress Backup & Restore,True,95,478,All Levels,1.5,2016-09-15,Web Development,45410,2016
Learn JavaScript Dynamic Interactive Projects for Beginners,True,100,2558,Beginner Level,3.0,2016-02-14,Web Development,255800,2016
Build Modern Websites Super Fast,True,25,2178,All Levels,1.5,2016-03-10,Web Development,54450,2016
SAP - Learn SAPUI5 Professional Development,True,195,860,All Levels,7.0,2016-04-25,Web Development,167700,2016
Wordpress Security,True,95,2888,All Levels,2.5,2015-04-13,Web Development,274360,2015
Learn HTML5 At Your Own Pace. Ideal for Beginners,True,50,3026,All Levels,7.0,2012-02-28,Web Development,151300,2012
Build an Amazon clone: Nodejs + MongoDB + Stripe Payment,True,20,2164,All Levels,8.5,2016-01-08,Web Development,43280,2016
Build Real World Websites from Scratch using HTML5 and CSS3,True,195,10874,Beginner Level,7.5,2016-01-25,Web Development,2120430,2016
How to become an App Developer,True,200,1935,Beginner Level,1.0,2017-05-19,Web Development,387000,2017
"Modern JavaScript: Building Real-World, Real-Time Apps",True,50,1871,Intermediate Level,13.5,2016-03-30,Web Development,93550,2016
JavaScript Introduction to Object Oriented JavaScript,True,90,7789,Beginner Level,1.5,2015-10-01,Web Development,701010,2015
Core HTML How to get online quickly HTML to HTML5 ,True,90,10394,Beginner Level,3.5,2015-08-21,Web Development,935460,2015
Building Websites JavaScript and the DOM,True,120,17759,Beginner Level,3.0,2016-09-26,Web Development,2131080,2016
Complete Login and Registration System in PHP and MYSQL,True,200,4714,All Levels,4.0,2015-07-16,Web Development,942800,2015
The Complete E-Commerce Web Developer Course 5.0,True,195,3209,All Levels,12.5,2016-09-13,Web Development,625755,2016
HTML5 canvas Bootcamp for beginners 25 easy steps,True,120,14118,Beginner Level,2.0,2016-03-01,Web Development,1694160,2016
Advanced HTML5 Tutorial for Web Developers,True,50,11847,All Levels,7.5,2012-10-17,Web Development,592350,2012
Learn the Basics of Programming for Marketers,True,55,11339,Beginner Level,3.5,2015-04-21,Web Development,623645,2015
Css For Beginners,True,85,1156,Beginner Level,2.5,2015-10-21,Web Development,98260,2015
GRUNT js: Automate web development tasks and save your time,True,55,1534,All Levels,1.5,2015-03-02,Web Development,84370,2015
Mastering Web and Mobile Debugging Using Chrome Dev Tools,True,195,1102,All Levels,2.0,2016-01-29,Web Development,214890,2016
HTML : Beginner Guide to HTML writing,True,20,783,Beginner Level,0.6166666666666667,2016-07-28,Web Development,15660,2016
Build Web Apps Using EmberJS: The Complete Course,True,40,627,All Levels,4.5,2015-12-10,Web Development,25080,2015
SharePoint 2013 Development using C# - Part I,True,50,891,All Levels,8.5,2014-11-06,Web Development,44550,2014
SAP Crystal Reports with ASP.Net (Step by step),False,0,7484,Beginner Level,1.0,2015-03-04,Web Development,0,2015
Building Responsive Data Visualizations with D3 JS,True,85,876,All Levels,2.0,2015-06-12,Web Development,74460,2015
Learn Rails Programming in Less than 30 Minute - Lite,True,20,1235,All Levels,0.6333333333333333,2016-01-06,Web Development,24700,2016
SASS - Beginner Crash Course,True,25,1143,Beginner Level,1.0,2015-02-12,Web Development,28575,2015
Angular 2 Fundamentals for Web Developers,True,40,450,All Levels,6.0,2016-04-14,Web Development,18000,2016
Easily Learn Web Development With Drop & Drag: OptimizePress,True,20,1442,Beginner Level,2.0,2015-01-23,Web Development,28840,2015
XML XSLT - Crash Course for Beginners,True,45,426,All Levels,1.0,2017-02-19,Web Development,19170,2017
Create Your Own Successful Online School To Sell Courses,True,95,2814,Beginner Level,2.0,2014-11-18,Web Development,267330,2014
Flask Tutorial Step by Step,False,0,4645,Intermediate Level,2.0,2017-02-28,Web Development,0,2017
Ruby on Rails a Beginners Guide ,False,0,13130,Beginner Level,6.5,2016-03-18,Web Development,0,2016
Mastering Basic CSS Selectors.,False,0,3933,Beginner Level,3.0,2017-05-09,Web Development,0,2017
Create a Website Similar to Facebook from Scratch!,True,25,2197,All Levels,1.5,2016-02-09,Web Development,54925,2016
Comprehensive TypeScript,True,125,1318,All Levels,4.5,2015-04-13,Web Development,164750,2015
"Essential HTML, CSS & HTML5 Training",True,50,1553,Beginner Level,5.5,2015-04-12,Web Development,77650,2015
HTML 5 and CSS 3 - tricks and workarounds,True,80,2007,All Levels,5.5,2016-02-18,Web Development,160560,2016
"How to Register a Domain, Set Up Hosting, and Edit Web Pages",True,45,1540,Beginner Level,3.0,2015-05-21,Web Development,69300,2015
WordPress Plugins Treasure Chest,True,25,1655,Intermediate Level,3.0,2015-08-06,Web Development,41375,2015
Practical Understanding of PHP and MySQL,False,0,12201,Beginner Level,5.5,2016-07-06,Web Development,0,2016
"AngularJS for Beginners, Single-Page Applications Made Easy",True,200,1284,All Levels,1.5,2014-11-18,Web Development,256800,2014
Building a Social Network in PHP & MySQL From Scratch,True,50,869,All Levels,14.0,2015-03-17,Web Development,43450,2015
XML DOM - Crash Course for Beginners,True,45,396,All Levels,0.5666666666666667,2017-02-19,Web Development,17820,2017
Create a Powerful Website with the Cool Bootstrap Framework,False,0,7142,All Levels,4.0,2016-02-02,Web Development,0,2016
HTML5 and CSS3 -Start building beautiful websites,True,150,1414,All Levels,2.5,2015-05-14,Web Development,212100,2015
Getting Started as a Web Developer,False,0,9833,Beginner Level,1.0,2014-08-16,Web Development,0,2014
Learn Laravel: Create Your Web App Step-By-Step,True,45,604,All Levels,4.0,2015-05-20,Web Development,27180,2015
Professional Web Scraping with Java,True,50,685,Intermediate Level,1.0,2016-05-16,Web Development,34250,2016
3D Programming with WebGL and Babylon.js for Beginners,True,200,549,Intermediate Level,2.0,2015-08-31,Web Development,109800,2015
Learn to make a colorful one page website,True,200,1220,All Levels,0.5666666666666667,2015-06-05,Web Development,244000,2015
WordPress Plugin Tutorial,True,40,1588,Beginner Level,0.5666666666666667,2015-05-14,Web Development,63520,2015
Introduction to HTML,False,0,8371,Beginner Level,1.5,2014-08-30,Web Development,0,2014
Learn JavaScript From Scratch:Become Top Rated Web Developer,True,65,2570,All Levels,5.0,2017-06-29,Web Development,167050,2017
"Installing Wordpress 4 - Installation, Registrars & Hosting",True,45,6117,Beginner Level,2.5,2014-10-31,Web Development,275265,2014
Learn PHP Programming for Absolute Beginners,True,35,5368,All Levels,2.0,2015-08-05,Web Development,187880,2015
WordPress for Beginners 2017 + Google AdSense Implementation,True,195,2225,All Levels,6.5,2017-06-05,Web Development,433875,2017
JavaScript for beginners in 1 hour,True,95,2086,Beginner Level,1.0,2016-12-12,Web Development,198170,2016
HTML5 and CSS for Beginner To Expert,True,20,1732,All Levels,4.5,2017-06-06,Web Development,34640,2017
Become a Kick-Ass Web Developer: From Newbie to Pro,True,200,6751,All Levels,48.5,2014-10-02,Web Development,1350200,2014
Django Tutorial: Build Your First App Fast & Free! ,True,20,5228,Beginner Level,2.5,2015-09-08,Web Development,104560,2015
Create a social network using PHP Mysqli HTML Css and JQuery,True,40,1477,Intermediate Level,6.0,2017-04-24,Web Development,59080,2017
PHP - Send and Receive Mobile Text Messages (SMS),True,50,1626,All Levels,1.5,2016-06-15,Web Development,81300,2016
Complete PHP Course with OOP Start to Finish!,True,200,4529,All Levels,2.0,2015-11-26,Web Development,905800,2015
Coding Made Easy: HTML & CSS For Beginners,True,40,3254,Beginner Level,1.5,2016-06-07,Web Development,130160,2016
WordPress Security - The Ultimate Security Guide,True,60,2267,All Levels,1.5,2015-01-04,Web Development,136020,2015
How to Make a Single Page Website for Freelancers & Agencies,False,0,17463,All Levels,1.5,2015-10-15,Web Development,0,2015
Learn to Use jQuery UI Widgets,False,0,23669,Beginner Level,1.0,2013-06-23,Web Development,0,2013
Learn to Create Responsive Layouts in 30 Minutes,False,0,5301,Beginner Level,0.5,2017-01-17,Web Development,0,2017
Web Building Starter Pack. Html Css and JQuery Animations,True,30,1033,All Levels,7.5,2016-10-07,Web Development,30990,2016
Getting Started with Angular 2+,False,0,6909,Beginner Level,2.0,2017-04-27,Web Development,0,2017
Intro to PHP Web Application Development with Symfony,True,200,4040,Beginner Level,1.5,2013-09-06,Web Development,808000,2013
Learn OAuth 2.0 - Theory and Hands On,True,145,546,All Levels,3.0,2016-10-17,Web Development,79170,2016
Learning CSS3 - A Comprehensive Tutorial For Web Developers,True,50,2459,All Levels,8.0,2012-05-24,Web Development,122950,2012
Professional WordPress Theme Development from Scratch,True,200,1284,All Levels,25.5,2015-10-13,Web Development,256800,2015
PHP Zend Framework 1.11:Creating a CRUD Application,True,40,1122,All Levels,0.5833333333333334,2016-11-24,Web Development,44880,2016
Write quicker HTML5 and CSS 3; productivity hacks with emmet,False,0,13016,All Levels,1.5,2016-03-03,Web Development,0,2016
The Ultimate jQuery Course,True,20,1098,All Levels,2.5,2015-11-13,Web Development,21960,2015
Build an Advanced Single Page with Bootstrap & WordPress,True,95,481,Intermediate Level,6.0,2015-04-08,Web Development,45695,2015
Master all PHP ideas 2017 to build any project,True,50,376,Beginner Level,3.0,2017-02-12,Web Development,18800,2017
A Beginner's Guide to the Meteor JavaScript Framework,True,50,898,Beginner Level,2.0,2014-09-27,Web Development,44900,2014
Create an E-commerce website without any coding,True,20,1393,All Levels,0.5166666666666666,2014-12-18,Web Development,27860,2014
Learn To Build Apps Using Play Framework,True,40,434,All Levels,5.5,2016-06-07,Web Development,17360,2016
Introducing Ionic 2,True,50,394,Beginner Level,1.5,2016-02-08,Web Development,19700,2016
Learn Laravel with Database Migration & Seeding & Faker,True,20,263,All Levels,1.0,2017-01-09,Web Development,5260,2017
Create a Client Network by Hosting WordPress Sites,True,35,1061,Intermediate Level,1.0,2015-03-02,Web Development,37135,2015
Introduction to PHP Slim Microframework,True,20,1312,Intermediate Level,1.0,2015-08-07,Web Development,26240,2015
ASP :basics for beginners,True,35,764,All Levels,1.0,2016-09-29,Web Development,26740,2016
"WordPress Development With NodeJS, Gulp, Composer & More",True,25,289,Intermediate Level,4.0,2016-10-25,Web Development,7225,2016
Become PHP Facebook Developer: Password-Less Authentication,True,195,4001,All Levels,4.0,2017-05-07,Web Development,780195,2017
How To Create Your Very First Website With HTML and CSS,True,100,5097,Beginner Level,2.0,2016-04-09,Web Development,509700,2016
Learn JSON for beginners with JavaScript,True,200,3193,Beginner Level,1.5,2017-06-30,Web Development,638600,2017
Ultimate guide to Social Media Web development integration ,True,200,11011,All Levels,2.5,2015-09-20,Web Development,2202200,2015
A Complete Laravel basics from beginner to expert,True,25,3492,All Levels,1.5,2016-12-06,Web Development,87300,2016
JQuery Basics - Learn JQuery From Scratch,True,100,3559,Beginner Level,1.0,2017-06-18,Web Development,355900,2017
Learn MeteorJS By Building 10 Real World Projects,True,50,2784,All Levels,15.0,2015-07-28,Web Development,139200,2015
JavaScript Basics for Beginners Introduction to coding,True,150,5495,Beginner Level,1.5,2016-02-17,Web Development,824250,2016
AngularJS Masterclass - Deep Dive & Understand AngularJS,True,100,2912,All Levels,6.0,2015-03-04,Web Development,291200,2015
HTML5 for beginners,True,195,9687,Beginner Level,5.0,2015-04-24,Web Development,1888965,2015
All in one HTML CSS and JQuery,True,20,3444,All Levels,3.0,2017-01-27,Web Development,68880,2017
Responsive Design with NEW Materialize,True,75,12629,All Levels,1.5,2015-07-23,Web Development,947175,2015
Create a Responsive Business Website with WordPress,True,95,1659,All Levels,5.5,2013-03-25,Web Development,157605,2013
